**ID**,**Consumer-ID**,**Transaction Timestamp**,**Payment Amount**,**Consumption**
ORDER_5F86B355CF,USER_84A20920B298,2023-05-19 16:19:57,180.0,25.57
ORDER_10411CF430,USER_769109E5C521,2023-05-19 16:17:35,125.0,17.76
ORDER_2DF2667289,USER_F12E3028DEC9,2023-05-19 16:11:07,238.0,33.81
ORDER_2E9070011E,USER_661A91EBFF53,2023-05-19 16:06:34,200.0,28.41
ORDER_0643227CE0,USER_B68D4D263B40,2023-05-19 15:44:26,121.0,17.19
ORDER_6D499CF149,USER_A902610CB468,2023-05-19 15:26:18,353.0,50.14
ORDER_0B7ABF5B4D,USER_F818B233E655,2023-05-19 15:04:51,100.0,14.2
ORDER_9E43880C2B,USER_FC73152F656C,2023-05-19 14:55:36,200.0,28.41
ORDER_535C1E2041,USER_1041DFD4F07D,2023-05-19 14:55:33,303.0,43.04
ORDER_2D30660ABA,USER_9C5B7A987130,2023-05-19 14:41:27,485.0,68.89
ORDER_234F3DBB16,USER_7C642127FA0D,2023-05-19 14:34:43,200.0,28.41
ORDER_309C358096,USER_73442DF531F3,2023-05-19 14:29:40,290.0,41.19
ORDER_00261337F0,USER_694BBA24BD04,2023-05-19 14:15:02,50.0,7.1
ORDER_2189BB9025,USER_0BC423D7FB17,2023-05-19 13:57:19,260.0,36.93
ORDER_12AF0CA954,USER_4EEB53A4538C,2023-05-19 13:54:08,100.0,14.2
ORDER_7417A320A9,USER_F5E73825C64A,2023-05-19 13:37:57,265.0,37.64
ORDER_24EABC1109,USER_8FC6C4518751,2023-05-19 12:50:09,253.0,35.94
ORDER_15E6CFF3AA,USER_AA1DF39A9507,2023-05-19 12:46:55,200.0,28.41
ORDER_CC0C68C350,USER_5DEDCF638A3C,2023-05-19 12:38:05,200.0,28.41
ORDER_A6BF7A2C28,USER_0C356F36ECD2,2023-05-19 12:07:55,2.0,0.28
ORDER_36033A5D29,USER_0B1946CFBF10,2023-05-19 12:06:57,172.0,24.43
ORDER_F5B91CB6B1,USER_07440EA3C0CE,2023-05-19 11:59:21,246.0,34.94
ORDER_5EC624ED1A,USER_60EC2D27217E,2023-05-19 11:58:53,200.0,28.41
ORDER_69008E7633,USER_D8DC85C758EE,2023-05-19 11:37:54,100.0,14.2
ORDER_E88E300F5B,USER_EA116F8C4755,2023-05-19 11:05:08,200.0,28.41
ORDER_F87BB417A3,USER_19B26529E092,2023-05-19 10:54:27,460.0,65.34
ORDER_2704457131,USER_12BEF8C91158,2023-05-19 10:53:47,100.0,14.2
ORDER_08684E54D3,USER_12E3C54914F0,2023-05-19 10:51:13,278.0,39.49
ORDER_7EB5E7F96A,USER_F38B763AEAD5,2023-05-19 10:38:35,200.0,28.41
ORDER_3B2374A8F9,USER_2B31A2D56D2C,2023-05-19 10:26:19,233.0,33.1
ORDER_734C628B75,USER_18B7396F4C92,2023-05-19 10:07:55,360.0,51.14
ORDER_49DFB21DD2,USER_54215564A32E,2023-05-19 10:02:21,200.0,28.41
ORDER_4402C0D37D,USER_C8B641487C02,2023-05-19 09:59:32,535.0,75.99
ORDER_5D94240235,USER_E5788CC61BAC,2023-05-19 09:54:02,280.0,39.77
ORDER_9886E7905A,USER_07678A0C2C5B,2023-05-19 09:51:02,275.0,39.06
ORDER_A049AE408B,USER_EF889A98C2E6,2023-05-19 09:25:33,350.0,49.72
ORDER_E180F00BCB,USER_38946BC4E56F,2023-05-19 09:18:02,316.0,44.89
ORDER_5A6916A887,USER_12364DFB03CC,2023-05-19 09:10:19,216.0,30.68
ORDER_58913E000B,USER_D6E1796B9DCE,2023-05-19 09:03:14,254.0,36.08
ORDER_EB37296ADD,USER_897EE7B04CB9,2023-05-19 08:55:27,371.0,52.7
ORDER_67946C6112,USER_2237A74F3B83,2023-05-19 08:49:29,276.0,39.2
ORDER_656909DA01,USER_8577141F8D17,2023-05-19 08:42:05,351.0,49.86
ORDER_C4184391FF,USER_9368E94CC882,2023-05-19 08:10:12,100.0,14.2
ORDER_BD5E4EC980,USER_57DD0BE7F0C4,2023-05-19 08:03:31,87.0,12.36
ORDER_A6796B03B2,USER_D0FE4A6D18DC,2023-05-19 07:56:10,241.0,34.23
ORDER_BE09EB767E,USER_7B668FB7D3EA,2023-05-19 07:55:29,200.0,28.41
ORDER_5A21231DDB,USER_0722170EB592,2023-05-19 07:51:04,310.0,44.03
ORDER_2C196A1F8B,USER_35AAD98F2B50,2023-05-19 07:33:03,300.0,42.61
ORDER_7C3819886C,USER_BDE31AA51DF6,2023-05-19 06:47:09,200.0,28.41
ORDER_9D7C7898FB,USER_89EF52F0EEFF,2023-05-19 06:44:03,280.0,39.77
ORDER_19C3E46464,USER_CCFD42D8C40B,2023-05-19 06:42:19,221.0,31.39
ORDER_E46BB453C6,USER_EA8523E3C119,2023-05-19 06:27:31,222.0,31.53
ORDER_1073597E3A,USER_1638492DFC5A,2023-05-19 06:26:25,265.0,37.64
ORDER_22B194ABAF,USER_6C80A5FA1DC8,2023-05-19 06:16:29,242.0,34.38
ORDER_36D4940F8F,USER_F996B8F29ED0,2023-05-19 06:13:37,132.96,18.89
ORDER_A02E1E81A6,USER_FC4D5D6D54E8,2023-05-19 06:13:04,331.0,47.02
ORDER_5E5B2D30C2,USER_80830D373B6E,2023-05-19 05:59:50,241.0,34.23
ORDER_D63A533B1E,USER_2DD06907533B,2023-05-19 05:59:28,153.0,21.73
ORDER_561F3FF926,USER_4F0925C09DF4,2023-05-19 05:58:30,261.0,37.07
ORDER_6856074CB8,USER_AFC7E7C12C45,2023-05-19 05:57:07,300.0,42.61
ORDER_4C9178679E,USER_06BF48E413B1,2023-05-19 05:30:03,268.0,38.07
ORDER_5DF85A3116,USER_8B97EE336EEE,2023-05-18 22:44:32,277.0,39.35
ORDER_ADAD5F05AD,USER_8164C24215E5,2023-05-18 21:26:56,178.0,25.28
ORDER_7FB75AF22B,USER_AE88C2631839,2023-05-18 21:01:45,184.33,26.18
ORDER_1A3DB16CC5,USER_31BD25780674,2023-05-18 20:55:04,176.0,25.0
ORDER_D2E492D939,USER_96778FD54B56,2023-05-18 20:31:57,240.0,34.09
ORDER_330BD07C72,USER_8C48B07C6B80,2023-05-18 20:24:29,287.0,40.77
ORDER_CC2A424A0E,USER_A7431796553C,2023-05-18 19:21:38,326.0,46.31
ORDER_832FBBD015,USER_341F4FA6D0F5,2023-05-18 19:11:59,249.0,35.37
ORDER_0262E2533C,USER_2ABE86C7942C,2023-05-18 19:09:22,334.0,47.44
ORDER_9502514533,USER_95D3FB23907A,2023-05-18 19:04:46,192.0,27.27
ORDER_7303260389,USER_2586358BBB33,2023-05-18 18:58:33,100.0,14.2
ORDER_7502CE76C3,USER_4B95B2B42AD8,2023-05-18 18:52:56,285.0,40.48
ORDER_6AC9496329,USER_3D36ABB1C5A5,2023-05-18 18:32:17,400.0,56.82
ORDER_181BD8F9BC,USER_475CCC770A6D,2023-05-18 18:27:06,315.0,44.74
ORDER_1162925748,USER_7EE3026C6109,2023-05-18 18:18:51,203.0,28.84
ORDER_FD1B22070F,USER_2409B1F56806,2023-05-18 18:15:09,255.0,36.22
ORDER_2A939E957D,USER_73AAFFDFFC1C,2023-05-18 17:45:27,104.0,14.77
ORDER_10ADDB6415,USER_FD5B3E1C6647,2023-05-18 17:45:11,100.0,14.2
ORDER_5132598B83,USER_9AC195B9DF12,2023-05-18 17:40:13,340.0,48.3
ORDER_27C9DF7CBA,USER_AB51C47D0161,2023-05-18 17:32:49,40.0,5.68
ORDER_802A5C9E7C,USER_DF9DE5D7C670,2023-05-18 17:21:14,100.0,14.2
ORDER_52F959D974,USER_4AF4C44A1C71,2023-05-18 17:18:22,199.81,28.38
ORDER_0A39257FB3,USER_309248FEEE6F,2023-05-18 17:05:33,200.0,28.41
ORDER_9C74D5917F,USER_0919C9B6CD14,2023-05-18 16:45:34,150.0,21.31
ORDER_197BC25C0D,USER_DC9662E02889,2023-05-18 16:30:16,200.0,28.41
ORDER_E6F30D408D,USER_49B7E80AD437,2023-05-18 16:07:18,193.0,27.41
ORDER_45AB2797F4,USER_0A9DFAE2BBD1,2023-05-18 16:05:36,187.0,26.56
ORDER_E65C78150D,USER_882C7D65F614,2023-05-18 16:04:20,245.0,34.8
ORDER_B3D1F3E4BC,USER_FD64D863DAA6,2023-05-18 16:01:35,201.0,28.55
ORDER_16A78F62BE,USER_236EB89FF4CB,2023-05-18 16:01:23,288.0,40.91
ORDER_7474FAAA4D,USER_C5722009547A,2023-05-18 15:54:35,107.0,15.2
ORDER_5425301153,USER_FB14E06CC375,2023-05-18 14:30:25,271.0,38.49
ORDER_B9E3A3ACED,USER_DB0418DB7222,2023-05-18 14:19:21,320.0,45.45
ORDER_6ADFCA13DE,USER_F7CE1C6B944A,2023-05-18 14:10:01,200.0,28.41
ORDER_1FC9436CB5,USER_95FFAFDEC2CD,2023-05-18 13:53:35,291.0,41.34
ORDER_1553E6F9D7,USER_0ADC7D518207,2023-05-18 13:33:07,299.0,42.47
ORDER_0DC797C328,USER_E7795A71E7F4,2023-05-18 13:22:40,200.0,28.41
ORDER_BF4F5B9D02,USER_5FB7082B5B78,2023-05-18 13:09:01,300.0,42.61
ORDER_27F32BAF96,USER_3DBADEE41E71,2023-05-18 12:32:18,220.0,31.25
ORDER_15FA0A0446,USER_C93DC07B12A5,2023-05-18 12:19:55,294.0,41.76
ORDER_E8079C5054,USER_AF1F8122C6BC,2023-05-18 12:14:04,50.0,7.1
ORDER_C355BDFA7B,USER_EAC6C0F6E0CA,2023-05-18 12:04:43,300.0,42.61
ORDER_84FAE332C3,USER_A4C173040311,2023-05-18 11:54:53,224.0,31.82
ORDER_A6A873CD59,USER_8E6336A5CBB7,2023-05-18 11:43:20,192.0,27.27
ORDER_7A75A9A156,USER_A20089184792,2023-05-18 11:33:45,200.0,28.41
ORDER_600B0DFCBB,USER_DE9C28A9A082,2023-05-18 11:17:17,200.0,28.41
ORDER_92F0E9F524,USER_D5A3DA634D4C,2023-05-18 11:08:33,256.0,36.36
ORDER_1804D7F511,USER_0B866CE8CAC5,2023-05-18 11:07:14,123.0,17.47
ORDER_C0BCADA6EF,USER_9864F3512DE8,2023-05-18 11:03:36,330.0,46.88
ORDER_312D19A0EB,USER_5F03C7C24151,2023-05-18 10:37:52,200.0,28.41
ORDER_4CF5237649,USER_37A3B20473A8,2023-05-18 10:00:36,293.0,41.62
ORDER_D9AC072FCA,USER_BE52ED92BC18,2023-05-18 09:47:14,312.0,44.32
ORDER_7D74AC14C3,USER_68FD3AFD847F,2023-05-18 09:07:04,312.0,44.32
ORDER_9164E728CF,USER_D69B36611F41,2023-05-18 09:06:06,200.0,28.41
ORDER_C59F7525E3,USER_8465002C39A5,2023-05-18 08:57:28,358.0,50.85
ORDER_865F0A9239,USER_3D3C9AFF3F0A,2023-05-18 08:43:47,282.0,40.06
ORDER_05845FFB81,USER_9C59B8F2EA9A,2023-05-18 08:42:29,60.0,8.52
ORDER_1B704AD0D1,USER_605FA1A480B8,2023-05-18 08:40:39,100.0,14.2
ORDER_2843C1C985,USER_885162339659,2023-05-18 08:39:27,111.0,15.77
ORDER_C20DC9EA38,USER_74CC0EF1C6F7,2023-05-18 08:36:19,200.0,28.41
ORDER_DD52741C9B,USER_634144EEEBD2,2023-05-18 08:33:13,303.0,43.04
ORDER_AE714854FA,USER_2BBF87449FA0,2023-05-18 08:10:55,370.0,52.56
ORDER_810EFC2D8A,USER_73D18214611E,2023-05-18 08:04:27,255.0,36.22
ORDER_D66AEE9320,USER_8A176CD42D48,2023-05-18 07:43:49,243.0,34.52
ORDER_050747D667,USER_D092E0ADCBA5,2023-05-18 07:38:47,240.0,34.09
ORDER_BB3F99FBE1,USER_9D776F58E980,2023-05-18 07:32:34,100.0,14.2
ORDER_2EF21DAC29,USER_236131EE2D3D,2023-05-18 07:28:53,270.0,38.35
ORDER_FDF7D0D0BE,USER_895954920D82,2023-05-18 07:24:41,276.0,39.2
ORDER_60CECA199F,USER_BEF01A1742ED,2023-05-18 06:51:25,236.0,33.52
ORDER_A8DDB76F3B,USER_1EED0187687D,2023-05-18 06:33:14,192.0,27.27
ORDER_AABDB3EA76,USER_8B483E867B6E,2023-05-18 05:55:26,160.0,22.73
ORDER_0B08137B7B,USER_8ED1E3901186,2023-05-18 05:53:23,100.0,14.2
ORDER_1AC379EB46,USER_8699718AA25A,2023-05-17 22:01:22,251.0,35.65
ORDER_7C1339CFDA,USER_92BC0EEA2F3E,2023-05-17 21:56:49,305.0,43.32
ORDER_D6B0629242,USER_59C467F006F2,2023-05-17 21:54:43,100.0,14.2
ORDER_0AF7ECA634,USER_6CE5533CEC92,2023-05-17 21:41:26,200.0,28.41
ORDER_ACBD095CF9,USER_3ED2A45AA25C,2023-05-17 21:05:35,200.0,28.41
ORDER_56D5F77891,USER_9FA6AFF7D917,2023-05-17 20:36:17,60.0,8.52
ORDER_47AE2750D1,USER_6F6289E71022,2023-05-17 20:18:26,277.0,39.35
ORDER_78761EF7E8,USER_537F3A4A8709,2023-05-17 19:55:39,400.0,56.82
ORDER_FEDA79CC23,USER_117ADA2E4305,2023-05-17 19:17:28,200.0,28.41
ORDER_C51015C91C,USER_D74445B3BF0B,2023-05-17 19:09:23,100.0,14.2
ORDER_FD0D478EF0,USER_2913B2282369,2023-05-17 19:05:10,100.0,14.2
ORDER_8EC164C3BF,USER_BF400B7B1410,2023-05-17 18:51:00,200.0,28.41
ORDER_4ECB4F5061,USER_878B60F36509,2023-05-17 18:50:43,219.0,31.11
ORDER_B0BC47FE74,USER_2930076D898A,2023-05-17 18:37:48,153.0,21.73
ORDER_4BE64D8AA0,USER_6CF9061C8E0A,2023-05-17 18:34:45,352.0,50.0
ORDER_1AC5B95EB4,USER_BF8B9E3BED77,2023-05-17 18:24:16,16.0,2.27
ORDER_291A60FE94,USER_3CB3658C1D6E,2023-05-17 18:23:59,200.0,28.41
ORDER_95F46A4BB9,USER_5CDE62CADEDC,2023-05-17 18:22:37,333.0,47.3
ORDER_A17E81C73E,USER_3216316ECC8F,2023-05-17 18:17:29,337.23,47.9
ORDER_E460445FE8,USER_E23E708D8C06,2023-05-17 17:53:14,50.0,7.1
ORDER_D17E9358C3,USER_B2113B31552C,2023-05-17 17:51:40,285.0,40.48
ORDER_F15E6578EE,USER_8C8914337843,2023-05-17 17:49:37,200.0,28.41
ORDER_86164DD922,USER_CCD69F8AB002,2023-05-17 17:25:31,202.0,28.69
ORDER_F77FC0F51B,USER_9F441F2306CA,2023-05-17 17:10:08,51.0,7.24
ORDER_FABB4819B0,USER_C6130DF08F9A,2023-05-17 16:56:30,302.0,42.9
ORDER_9C0EA6354C,USER_7BEE1259B11D,2023-05-17 16:46:40,300.0,42.61
ORDER_51C05BD44E,USER_D9B218C214DB,2023-05-17 16:37:03,133.9,19.02
ORDER_468C7B8343,USER_A6DA5D4F49ED,2023-05-17 16:13:40,300.0,42.61
ORDER_53CC7FF458,USER_33785B21F851,2023-05-17 16:08:43,350.0,49.72
ORDER_1CA930FA03,USER_A0717748D256,2023-05-17 15:52:50,226.0,32.1
ORDER_D2887595BA,USER_F7FF86123526,2023-05-17 15:46:40,320.0,45.45
ORDER_C8801CDEB8,USER_1471A35F5AF8,2023-05-17 15:35:42,268.0,38.07
ORDER_07778D3D9C,USER_46A16B9C0FDE,2023-05-17 15:31:39,100.0,14.2
ORDER_A212EE512B,USER_B3B7973D43F4,2023-05-17 15:20:42,100.0,14.2
ORDER_E890F359CA,USER_05CB39510328,2023-05-17 15:17:54,200.0,28.41
ORDER_3E87E2AE61,USER_EADF268E0689,2023-05-17 15:15:42,312.0,44.32
ORDER_E4A9E29B6C,USER_1836B0578101,2023-05-17 15:05:42,260.0,36.93
ORDER_10331879CB,USER_C76DB83BE8A7,2023-05-17 14:05:06,245.0,34.8
ORDER_C8A264A6EF,USER_9A0FA84887B7,2023-05-17 13:58:54,100.0,14.2
ORDER_959466AD03,USER_DC5571EFD9B1,2023-05-17 13:27:22,394.0,55.97
ORDER_F4813465EA,USER_40A82CA5E99C,2023-05-17 13:14:28,145.24,20.63
ORDER_5D3139E5A3,USER_1C3EF8DB83E3,2023-05-17 13:13:09,226.0,32.1
ORDER_3C55867B7B,USER_929E67E74860,2023-05-17 12:01:54,190.0,26.99
ORDER_75B47BCFF3,USER_59EACCFA3EF5,2023-05-17 11:44:12,90.0,12.78
ORDER_9A4707BF0A,USER_85DF53F31F18,2023-05-17 11:38:37,200.0,28.41
ORDER_F7B130FA89,USER_DDDA58AF684A,2023-05-17 11:21:54,100.0,14.2
ORDER_A5446E4118,USER_9C6002A69C9C,2023-05-17 11:16:30,200.0,28.41
ORDER_93A32D0F56,USER_06CD5FE6C2D1,2023-05-17 11:03:41,200.0,28.41
ORDER_E6078D7D55,USER_993FE44FFBF3,2023-05-17 10:52:58,300.0,42.61
ORDER_38A8416D1D,USER_CDACF20758C2,2023-05-17 10:38:24,120.0,17.05
ORDER_611BDE8359,USER_98745D8FFB15,2023-05-17 10:34:57,200.0,28.41
ORDER_D8C438FE34,USER_AF65F165D711,2023-05-17 10:07:55,180.0,25.57
ORDER_0B64B20AC9,USER_9AEA9753B8DE,2023-05-17 10:07:08,230.0,32.67
ORDER_07E7BFE8E8,USER_00F237EF5A2D,2023-05-17 10:03:42,295.0,41.9
ORDER_00AA49A786,USER_BD16B5AB1DB7,2023-05-17 09:42:19,218.0,30.97
ORDER_4FB44D4854,USER_1683617FF4F4,2023-05-17 09:41:42,319.0,45.31
ORDER_61E37AFE90,USER_C955FE850C83,2023-05-17 09:36:09,306.0,43.47
ORDER_4762A7F4F4,USER_B74ABA0ADBE5,2023-05-17 09:31:46,272.0,38.64
ORDER_36241B1AF0,USER_59F2A1217FC4,2023-05-17 09:29:31,200.0,28.41
ORDER_D29C79E7B5,USER_D24E44FDD520,2023-05-17 09:08:19,165.0,23.44
ORDER_E0B17BC265,USER_AB91D5BD6985,2023-05-17 08:54:58,275.0,39.06
ORDER_CE50C0908D,USER_698648ED9107,2023-05-17 08:44:10,90.0,12.78
ORDER_EFEF972980,USER_82986963AD1D,2023-05-17 08:43:57,213.0,30.26
ORDER_E0739BDE3C,USER_898B04A77C28,2023-05-17 08:41:46,100.0,14.2
ORDER_7B3D9C4FA7,USER_7BDF9F5BFC61,2023-05-17 08:33:55,100.0,14.2
ORDER_3976C725F3,USER_CD623585AC87,2023-05-17 08:31:55,170.0,24.15
ORDER_FC175A8AC7,USER_98C1A305C4F6,2023-05-17 08:19:06,136.0,19.32
ORDER_6476AEE1F5,USER_710CD505BBF0,2023-05-17 08:07:38,13.0,1.85
ORDER_2A613BF82F,USER_91B05E4C71C0,2023-05-17 07:56:42,223.0,31.68
ORDER_6F86EF9F5C,USER_8133B68559D3,2023-05-17 07:55:55,200.0,28.41
ORDER_2AE1B88A8D,USER_945A83ED4C1E,2023-05-17 07:54:28,200.0,28.41
ORDER_EBBEB05BDA,USER_6AE2E5E653DD,2023-05-17 07:54:13,390.0,55.4
ORDER_7108D51AA7,USER_B3E2B3D14AC0,2023-05-17 07:52:54,270.0,36.78
ORDER_4C3BC6FFF2,USER_BCBD31E64C53,2023-05-17 07:48:28,100.0,13.62
ORDER_6442B44D62,USER_18F5A985F915,2023-05-17 07:46:15,264.0,35.97
ORDER_D9E7C2B64C,USER_DB4CA08A605C,2023-05-17 07:43:15,50.0,6.81
ORDER_AEF2DD8F4D,USER_F79026CA5066,2023-05-17 07:40:36,200.0,27.25
ORDER_B320EC9D32,USER_E1CA7FA5C6E8,2023-05-17 07:29:22,302.0,41.14
ORDER_EBAE1B4D97,USER_A808C792B276,2023-05-17 07:26:39,420.0,57.22
ORDER_0A0A4399FD,USER_FE91CFC863DC,2023-05-17 07:23:19,225.0,30.65
ORDER_A9491F28FC,USER_1B2AB2969A32,2023-05-17 07:16:06,100.0,13.62
ORDER_FC8F88E7E8,USER_DA6F5F522EFD,2023-05-17 06:57:55,69.0,9.4
ORDER_4783A86EA5,USER_BC0AE2F2C3CF,2023-05-17 06:57:23,210.0,28.61
ORDER_649DDEC230,USER_063081B4E65F,2023-05-17 06:37:08,290.0,39.51
ORDER_9AC92A7B2C,USER_9EAEB100F499,2023-05-17 06:30:40,200.0,27.25
ORDER_5828048964,USER_7E7DEDCFD2AD,2023-05-17 06:20:59,200.0,27.25
ORDER_9D0D091BBA,USER_4B966FE4033B,2023-05-17 06:05:51,100.0,13.62
ORDER_1497593659,USER_B85D66CC9B44,2023-05-17 05:30:36,150.0,20.44
ORDER_0C813F095D,USER_4821999E1929,2023-05-17 05:20:31,200.0,27.25
ORDER_4DE45E9BEE,USER_69F9F2C2466A,2023-05-17 02:58:23,284.0,38.69
ORDER_517C22C1B8,USER_D1EBCDF72FE4,2023-05-17 00:47:03,319.0,43.46
ORDER_D042538277,USER_60190E393831,2023-05-16 21:25:19,430.0,58.58
ORDER_A05C856BF1,USER_A6F267B3ECE0,2023-05-16 20:56:51,382.0,52.04
ORDER_405DEBA265,USER_D730EB0633B2,2023-05-16 20:53:49,266.0,36.24
ORDER_C5B409D647,USER_2B0584B0E4CE,2023-05-16 20:53:19,331.0,45.1
ORDER_742FF9A98E,USER_097FD5A180B5,2023-05-16 20:41:58,200.0,27.25
ORDER_8398B95A18,USER_E88A80739C7F,2023-05-16 20:26:53,278.0,37.87
ORDER_68248721A6,USER_C26C706793D5,2023-05-16 20:23:04,282.0,38.42
ORDER_F7A41CC23D,USER_2D4F143B5D37,2023-05-16 19:56:41,200.0,27.25
ORDER_CBE7DA4FE7,USER_EB260ED21BA8,2023-05-16 19:52:41,217.0,29.56
ORDER_A10002950E,USER_D15F0D57E4E5,2023-05-16 19:25:10,324.0,44.14
ORDER_6352983117,USER_151105EF981C,2023-05-16 18:42:40,249.0,33.92
ORDER_241DA8A3DF,USER_2B1024805ADC,2023-05-16 18:29:38,38.0,5.18
ORDER_83E3D03411,USER_2A5D5880307E,2023-05-16 18:27:40,200.0,27.25
ORDER_C3388BA916,USER_C01A6FAFB9E2,2023-05-16 18:20:06,85.0,11.58
ORDER_8A87C86605,USER_CE4066F26E19,2023-05-16 17:53:50,300.0,40.87
ORDER_D346D8761E,USER_8C07D2565FAF,2023-05-16 17:39:31,200.0,27.25
ORDER_7753133496,USER_5D72DBA616BD,2023-05-16 17:37:43,313.0,42.64
ORDER_3D2676BE59,USER_CE59EF2C040D,2023-05-16 17:35:42,249.0,33.92
ORDER_7DB0AD98C2,USER_7D6CF1DBF917,2023-05-16 16:58:38,200.0,27.25
ORDER_C9610851EE,USER_D3C623E4A74D,2023-05-16 16:54:56,220.0,29.97
ORDER_A2DBBEA61C,USER_383455FAC221,2023-05-16 16:49:40,200.0,27.25
ORDER_649C70C5FE,USER_E277110DA162,2023-05-16 16:37:27,200.0,27.25
ORDER_0C31B57121,USER_21CA14315DD3,2023-05-16 16:34:02,312.53,42.58
ORDER_1DAA61F33B,USER_AB0C63B9E0A2,2023-05-16 16:27:26,315.0,42.92
ORDER_C61A7E3B2A,USER_B260DBA69C20,2023-05-16 16:26:44,23.0,3.13
ORDER_CFFBEB6A76,USER_20FFFA86CCEA,2023-05-16 16:01:10,257.0,35.01
ORDER_58893ACF20,USER_AF2FB1197DE2,2023-05-16 15:54:03,200.0,27.25
ORDER_BAA3001C14,USER_96E84B9DD2A8,2023-05-16 15:26:19,300.0,40.87
ORDER_C39AF10484,USER_1956B38309C8,2023-05-16 15:01:04,200.0,27.25
ORDER_FD429B0DE7,USER_DAB757BC7B68,2023-05-16 14:50:42,126.0,17.17
ORDER_19EDAD91EC,USER_A5E678CE1158,2023-05-16 14:27:13,324.0,44.14
ORDER_744CFFC39D,USER_8E7FC2E062BB,2023-05-16 14:18:17,269.0,36.65
ORDER_16A476671D,USER_8B95FDF336AF,2023-05-16 14:12:42,256.53,34.95
ORDER_0BBFCD0AB7,USER_19ACA5F73B11,2023-05-16 14:05:15,100.0,13.62
ORDER_6CF7F5E6D4,USER_5889F11EE8D6,2023-05-16 14:04:46,353.0,48.09
ORDER_1A9E500956,USER_13691C5D406F,2023-05-16 13:52:35,200.0,27.25
ORDER_8ABB8A911D,USER_BE77D2BD2E6E,2023-05-16 13:46:57,324.0,44.14
ORDER_64595932D5,USER_6664B7A9FF4B,2023-05-16 12:46:00,380.0,51.77
ORDER_2C3374816C,USER_86B967225444,2023-05-16 12:38:26,378.0,51.5
ORDER_B2AA126E93,USER_ADA953EAC4D9,2023-05-16 12:25:50,400.0,54.5
ORDER_C849972BB8,USER_E49B81254852,2023-05-16 11:51:43,200.0,27.25
ORDER_50D5C13D96,USER_90667917DFC5,2023-05-16 11:45:39,100.0,13.62
ORDER_AA5731AFED,USER_978C66D7718D,2023-05-16 11:31:00,66.0,8.99
ORDER_6A2D7146AE,USER_6C2080DE94F6,2023-05-16 11:30:08,288.0,39.24
ORDER_2A395A3E8F,USER_B0FB8564C577,2023-05-16 11:11:40,323.0,44.01
ORDER_181059E5C6,USER_B58F258A8DBD,2023-05-16 10:49:46,200.0,27.25
ORDER_46811E2E3C,USER_0D0F4E1C69A1,2023-05-16 10:46:56,181.0,24.66
ORDER_D5B7A731C2,USER_13E7570C1C6A,2023-05-16 10:41:53,340.0,46.32
ORDER_E72446AB71,USER_1AA3F1F8CCC3,2023-05-16 10:38:40,244.0,33.24
ORDER_2D92C6DBBB,USER_FD87B72E0A3B,2023-05-16 10:29:04,200.0,27.25
ORDER_BEFFB8E611,USER_0397559605AD,2023-05-16 10:19:03,171.0,23.3
ORDER_361BDC3CF2,USER_94855FC7666B,2023-05-16 10:10:56,239.0,32.56
ORDER_CF575D84EC,USER_D92A54627722,2023-05-16 09:51:53,100.0,13.62
ORDER_EFC008DFC5,USER_A6A1C248CF4C,2023-05-16 09:34:06,304.0,41.42
ORDER_D62904CE79,USER_0DAB2E444F9C,2023-05-16 09:33:32,200.0,27.25
ORDER_85253BC0C9,USER_5D5942A519B1,2023-05-16 09:19:19,162.0,22.07
ORDER_D54DE2EA6F,USER_83BFDB50383A,2023-05-16 09:15:37,173.0,23.57
ORDER_80061F72A1,USER_7A3E3132378E,2023-05-16 09:07:49,178.0,24.25
ORDER_50CD800C7D,USER_DD2D5E655700,2023-05-16 09:07:10,211.0,28.75
ORDER_8458AA700F,USER_9C578ECD4B18,2023-05-16 08:56:28,100.0,13.62
ORDER_2A5F883698,USER_3A5B62C51DD6,2023-05-16 08:53:03,224.0,30.52
ORDER_03322CFC3D,USER_ED26E9A274E5,2023-05-16 08:40:44,332.0,45.23
ORDER_05504F0BBB,USER_F58C4AEDE1F9,2023-05-16 08:26:25,365.0,49.73
ORDER_ED34DCA6D4,USER_A71766191D90,2023-05-16 08:19:40,191.0,26.02
ORDER_04A4328C6D,USER_A3A1E668C4D9,2023-05-16 07:30:07,305.0,41.55
ORDER_854DE31680,USER_253401B45C2F,2023-05-16 07:25:36,280.0,38.15
ORDER_0F7B911BBB,USER_6F3B8F06808C,2023-05-16 07:12:56,260.0,35.42
ORDER_2669130485,USER_A68905E72E52,2023-05-16 07:08:15,315.0,42.92
ORDER_53A1C1A25A,USER_DADC34CBCB5B,2023-05-16 06:51:08,257.0,35.01
ORDER_663940E4AD,USER_7BF93EAA96C5,2023-05-16 06:41:32,247.0,33.65
ORDER_447609E8BB,USER_2CE3382BD629,2023-05-16 06:24:05,350.0,47.68
ORDER_741B3D1663,USER_D3F1D67BCE85,2023-05-16 06:17:59,200.0,27.25
ORDER_EA9162E10F,USER_54BB21F5FC65,2023-05-16 06:13:09,200.0,27.25
ORDER_83378E6CBC,USER_FA9BB93126FE,2023-05-16 06:07:13,167.0,22.75
ORDER_C0CF7E860B,USER_CC74EE71E02A,2023-05-16 05:38:24,200.0,27.25
